Symbol,Series,Security Name,Band,Remarks
MOQUALITY,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE QUALITY ETF,20,"-"
MOREALTY,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY REALTY ETF,20,"-"
MOREPENLAB,EQ,MOREPEN LABORATORIES LIMITED,20,"-"
MOSCHIP,EQ,MOSCHIP TECHNOLOGIES LIMITED,20,"-"
MOSMALL250,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY SMALLCAP 250 ETF,20,"-"
MOTILALOFS,EQ,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,20,"-"
MOTOGENFIN,EQ,THE MOTOR & GENERAL FINANCE LIMITED,20,"-"
MOVALUE,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL SP BSE ENHANCED VALUE ETF,20,"-"
MPSLTD,EQ,MPS LIMITED,20,"-"
MRO-TEK,EQ,MRO-TEK REALTY LIMITED,20,"-"
MRPL,EQ,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,20,"-"
MSTCLTD,EQ,MSTC LIMITED,20,"-"
MSUMI,EQ,MOTHERSON SUMI WIRING INDIA LIMITED,20,"-"
MTARTECH,EQ,MTAR TECHNOLOGIES LIMITED,20,"-"
MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LIMITED,20,"-"
MUFIN,EQ,MUFIN GREEN FINANCE LIMITED,20,"-"
MUFTI,EQ,CREDO BRANDS MARKETING LIMITED,20,"-"
MUKANDLTD,EQ,MUKAND LIMITED,20,"-"
MUKKA,EQ,MUKKA PROTEINS LIMITED,20,"-"
MUKTAARTS,EQ,MUKTA ARTS LIMITED,20,"-"
MULTICAP,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 500 MULTICAP 50:25:25 ETF,20,"-"
MUNJALAU,EQ,MUNJAL AUTO INDUSTRIES LIMITED,20,"-"
MUNJALSHOW,EQ,MUNJAL SHOWA LIMITED,20,"-"
MURUDCERA,EQ,MURUDESHWAR CERAMICS LIMITED,20,"-"
MUTHOOTCAP,EQ,MUTHOOT CAPITAL SERVICES LIMITED,20,"-"
MUTHOOTMF,EQ,MUTHOOT MICROFIN LIMITED,20,"-"
MVGJL,EQ,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,20,"-"
MVKAGRO,SM,M.V.K. AGRO FOOD PRODUCT LIMITED,20,"-"
MWL,SM,MANGALAM WORLDWIDE LIMITED,20,"-"
NACLIND,EQ,NACL INDUSTRIES LIMITED,20,"-"
NAGAFERT,EQ,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED,20,"-"
NAGREEKEXP,EQ,NAGREEKA EXPORTS LIMITED,20,"-"
NAHARCAP,EQ,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,20,"-"
NAHARINDUS,EQ,NAHAR INDUSTRIAL ENTERPRISES LIMITED,20,"-"
NAHARPOLY,EQ,NAHAR POLY FILMS LIMITED,20,"-"
NAHARSPING,EQ,NAHAR SPINNING MILLS LIMITED,20,"-"
NAM-INDIA,EQ,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,20,"-"
NATCAPSUQ,EQ,NATURAL CAPSULES LIMITED,20,"-"
NATHBIOGEN,EQ,NATH BIO-GENES (INDIA) LIMITED,20,"-"
NAVA,EQ,NAVA LIMITED,20,"-"
NAVKARCORP,EQ,NAVKAR CORPORATION LIMITED,20,"-"
NAVNETEDUL,EQ,NAVNEET EDUCATION LIMITED,20,"-"
NAZARA,EQ,NAZARA TECHNOLOGIES LIMITED,20,"-"
NCLIND,EQ,NCL INDUSTRIES LIMITED,20,"-"
NDL,EQ,NANDAN DENIM LIMITED,20,"-"
NDLVENTURE,EQ,NDL VENTURES LIMITED,20,"-"
NDRAUTO,EQ,NDR AUTO COMPONENTS LIMITED,20,"-"
NDRINVIT,IV,NDR INVIT TRUST,20,"-"
NDTV,EQ,NEW DELHI TELEVISION LIMITED,20,"-"
NECCLTD,EQ,NORTH EASTERN CARRYING CORPORATION LIMITED,20,"-"
NELCAST,EQ,NELCAST LIMITED,20,"-"
NELCO,EQ,NELCO LIMITED,20,"-"
NEOGEN,EQ,NEOGEN CHEMICALS LIMITED,20,"-"
NESCO,EQ,NESCO LIMITED,20,"-"
NETF,EQ,TATA NIFTY 50 EXCHANGE TRADED FUND,20,"-"
NETWORK18,EQ,NETWORK18 MEDIA & INVESTMENTS LIMITED,20,"-"
NEULANDLAB,EQ,NEULAND LABORATORIES LIMITED,20,"-"
NEWGEN,EQ,NEWGEN SOFTWARE TECHNOLOGIES LIMITED,20,"-"
NEWJAISA,SM,NEWJAISA TECHNOLOGIES LIMITED,20,"-"
NEXT30ADD,EQ,DSP MUTUAL FUND - DSP BSE SENSEX NEXT 30 ETF,20,"-"
NEXT50,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - MI,20,"-"
NEXT50IETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY NEXT 50 ETF,20,"-"
NFL,EQ,NATIONAL FERTILIZERS LIMITED,20,"-"
NGIL,EQ,NAKODA GROUP OF INDUSTRIES LIMITED,20,"-"
NGILPP1,E1,NAKODA GROUP OF INDUSTRIES LIMITED,20,"-"
NH,EQ,NARAYANA HRUDAYALAYA LTD.,20,"-"
NHIT,IV,NATIONAL HIGHWAYS INFRA TRUST,20,"-"
NIACL,EQ,THE NEW INDIA ASSURANCE COMPANY LIMITED,20,"-"
NIDAN,SM,NIDAN LABORATORIES AND HEALTHCARE LIMITED,20,"-"
NIF100BEES,EQ,NIPPON INDIA ETF NIFTY 100,20,"-"
NIF100IETF,EQ,ICICI PRUDENTIAL NIFTY 100 ETF,20,"-"
NIF10GETF,EQ,UTI MUTUAL FUND - UTI NIFTY 10 YR BENCHMARK G-SEC ETF,20,"-"
NIF5GETF,EQ,UTI MUTUAL FUND - UTI NIFTY 5 YR BENCHMARK G-SEC ETF,20,"-"
NIFITETF,EQ,UTI MUTUAL FUND - UTI NIFTY IT ETF,20,"-"
NIFMID150,EQ,UTI MUTUAL FUND - UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF),20,"-"
NIFTY1,EQ,KOTAK NIFTY 50 ETF,20,"-"
NIFTY50ADD,EQ,DSP  MUTUAL FUND - DSP NIFTY 50 ETF,20,"-"
NIFTYBEES,EQ,NIPPON INDIA ETF NIFTY 50 BEES,20,"-"
NIFTYBETF,EQ,BAJAJ FINSERV MUTUAL FUND - BAJAJ FINSERV NIFTY 50 ETF,20,"-"
NIFTYETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 50 ETF,20,"-"
NIFTYIETF,EQ,ICICI PRUDENTIAL NIFTY 50 ETF,20,"-"
NIFTYQLITY,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ABSL NIFTY 200 QUALITY 30 ETF,20,"-"
NIITLTD,EQ,NIIT LIMITED,20,"-"
NIITMTS,EQ,NIIT LEARNING SYSTEMS LIMITED,20,"-"
NILAINFRA,EQ,NILA INFRASTRUCTURES LIMITED,20,"-"
NILKAMAL,EQ,NILKAMAL LIMITED,20,"-"
NINSYS,EQ,NINTEC SYSTEMS LIMITED,20,"-"
NIPPOBATRY,EQ,INDO-NATIONAL LIMITED,20,"-"
NIRAJ,EQ,NIRAJ CEMENT STRUCTURALS LIMITED,20,"-"
NITINSPIN,EQ,NITIN SPINNERS LIMITED,20,"-"
NIVABUPA,EQ,NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,20,"-"
NLCINDIA,EQ,NLC INDIA LIMITED,20,"-"
NOCIL,EQ,NOCIL LIMITED,20,"-"
NORTHARC,EQ,NORTHERN ARC CAPITAL LIMITED,20,"-"
NOVAAGRI,EQ,NOVA AGRITECH LIMITED,20,"-"
NPBET,EQ,TATA NIFTY PRIVATE BANK EXCHANGE TRADED FUND,20,"-"
NPST,SM,NETWORK PEOPLE SERVICES TECHNOLOGIES LIMITED,20,"-"
NRAIL,EQ,N R AGARWAL INDUSTRIES LIMITED,20,"-"
NRBBEARING,EQ,NRB BEARING LIMITED,20,"-"
NRL,EQ,NUPUR RECYCLERS LIMITED,20,"-"
NSIL,EQ,NALWA SONS INVESTMENTS LIMITED,20,"-"
NSLNISP,EQ,NMDC STEEL LIMITED,20,"-"
NTPCGREEN,EQ,NTPC GREEN ENERGY LIMITED,20,"-"
NUCLEUS,EQ,NUCLEUS SOFTWARE EXPORTS LIMITED,20,"-"
NUVAMA,EQ,NUVAMA WEALTH MANAGEMENT LIMITED,20,"-"
NUVOCO,EQ,NUVOCO VISTAS CORPORATION LIMITED,20,"-"
NV20,EQ,KOTAK NIFTY 50 VALUE 20 ETF,20,"-"
NV20BEES,EQ,NIPPON INDIA ETF NIFTY 50 VALUE 20,20,"-"
NV20IETF,EQ,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF,20,"-"
NXST,RR,NEXUS SELECT TRUST,20,"-"
NXT-INFRA,IV,NXT-INFRA TRUST,20,"-"
OAL,EQ,ORIENTAL AROMATICS LIMITED,20,"-"
OBCL,EQ,ORISSA BENGAL CARRIER LIMITED,20,"-"
OCCL,EQ,ORIENTAL CARBON & CHEMICALS LIMITED,20,"-"
OCCLLTD,EQ,OCCL LIMITED,20,"-"
OILIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY OIL & GAS ETF,20,"-"
OLAELEC,EQ,OLA ELECTRIC MOBILITY LIMITED,20,"-"
OLECTRA,EQ,OLECTRA GREENTECH LIMITED,20,"-"
OLIL,SM,ONECLICK LOGISTICS INDIA LIMITED,20,"-"
OMAXAUTO,EQ,OMAX AUTOS LIMITED,20,"-"
OMAXE,EQ,OMAXE LIMITED,20,"-"
OMINFRAL,EQ,OM INFRA LIMITED,20,"-"
ONEPOINT,EQ,ONE POINT ONE SOLUTIONS LIMITED,20,"-"
ONESOURCE,EQ,ONESOURCE SPECIALTY PHARMA LIMITED,20,"-"
ONMOBILE,EQ,ONMOBILE GLOBAL LIMITED,20,"-"
ONWARDTEC,EQ,ONWARD TECHNOLOGIES LIMITED,20,"-"
ORCHASP,EQ,ORCHASP LIMITED,20,"-"
ORICONENT,EQ,ORICON ENTERPRISES LIMITED,20,"-"
ORIENTBELL,EQ,ORIENT BELL LIMITED,20,"-"
ORIENTCEM,EQ,ORIENT CEMENT LIMITED,20,"-"
ORIENTCER,EQ,ORIENT CERATECH LIMITED,20,"-"
ORIENTELEC,EQ,ORIENT ELECTRIC LIMITED,20,"-"
ORIENTHOT,EQ,ORIENTAL HOTELS LIMITED,20,"-"
ORIENTPPR,EQ,ORIENT PAPER & INDUSTRIES LIMITED,20,"-"
ORISSAMINE,EQ,THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,20,"-"
OSEINTRUST,IV,ORIENTAL INFRATRUST,20,"-"
OSWALAGRO,EQ,OSWAL AGRO MILLS LIMITED,20,"-"
OSWALGREEN,EQ,OSWAL GREENTECH LIMITED,20,"-"
OWAIS,SM,OWAIS METAL AND MINERAL PROCESSING LIMITED,20,"-"
PAISALO,EQ,PAISALO DIGITAL LIMITED,20,"-"
PAKKA,EQ,PAKKA LIMITED,20,"-"
PALASHSECU,EQ,PALASH SECURITIES LIMITED,20,"-"
PANAMAPET,EQ,PANAMA PETROCHEM LIMITED,20,"-"
PARACABLES,EQ,PARAMOUNT COMMUNICATIONS LIMITED,20,"-"
PARADEEP,EQ,PARADEEP PHOSPHATES LIMITED,20,"-"
PARAGMILK,EQ,PARAG MILK FOODS LIMITED,20,"-"
PARAMATRIX,SM,PARAMATRIX TECHNOLOGIES LIMITED,20,"-"
PARAMOUNT,SM,PARAMOUNT DYE TEC LIMITED,20,"-"
PARAS,EQ,PARAS DEFENCE AND SPACE TECHNOLOGIES LIMITED,20,"-"
PARKHOTELS,EQ,APEEJAY SURRENDRA PARK HOTELS LIMITED,20,"-"
PARTYCRUS,SM,PARTY CRUISERS LIMITED,20,"-"
PASUPTAC,EQ,PASUPATI ACRYLON LIMITED,20,"-"
PATANJALI,EQ,PATANJALI FOODS LIMITED,20,"-"
PATELENG,EQ,PATEL ENGINEERING LIMITED,20,"-"
PATINTLOG,EQ,PATEL INTEGRATED LOGISTICS LIMITED,20,"-"
PAVNAIND,EQ,PAVNA INDUSTRIES LIMITED,20,"-"
PCBL,EQ,PCBL CHEMICAL LIMITED,20,"-"
PCCL,SM,PETRO CARBON AND CHEMICALS LIMITED,20,"-"
PDSL,EQ,PDS LIMITED,20,"-"
PEARLPOLY,EQ,PEARL POLYMERS LIMITED,20,"-"
PENIND,EQ,PENNAR INDUSTRIES LIMITED,20,"-"
PENTAGON,SM,PENTAGON RUBBER LIMITED,20,"-"
PFIZER,EQ,PFIZER LIMITED,20,"-"
PFOCUS,EQ,PRIME FOCUS LIMITED,20,"-"
PFS,EQ,PTC INDIA FINANCIAL SERVICES LIMITED,20,"-"
PGEL,EQ,PG ELECTROPLAST LIMITED,20,"-"
PGHH,EQ,PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED,20,"-"
PGHL,EQ,PROCTER & GAMBLE HEALTH LIMITED,20,"-"
PGIL,EQ,PEARL GLOBAL INDUSTRIES LIMITED,20,"-"
PGINVIT,IV,POWERGRID INFRASTRUCTURE INVESTMENT TRUST,20,"-"
PHARMABEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY PHARMA ETF,20,"-"
PILANIINVS,EQ,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,20,"-"
PILITA,EQ,PIL ITALICA LIFESTYLE LIMITED,20,"-"
PITTIENG,EQ,PITTI ENGINEERING LIMITED,20,"-"
PLADAINFO,SM,PLADA INFOTECH SERVICES LIMITED,20,"-"
PLASTIBLEN,EQ,PLASTIBLENDS INDIA LIMITED,20,"-"
PLATIND,EQ,PLATINUM INDUSTRIES LIMITED,20,"-"
PLAZACABLE,EQ,PLAZA WIRES LIMITED,20,"-"
PNBGILTS,EQ,PNB GILTS LTD.,20,"-"
PNBHOUSING,EQ,PNB HOUSING FINANCE LIMITED,20,"-"
PNCINFRA,EQ,PNC INFRATECH LIMITED,20,"-"
PODDARMENT,EQ,PODDAR PIGMENTS LIMITED,20,"-"
POKARNA,EQ,POKARNA LIMITED,20,"-"
POLYMED,EQ,POLY MEDICURE LIMITED,20,"-"
POLYPLEX,EQ,POLYPLEX CORPORATION LIMITED,20,"-"
POLYSIL,SM,POLYSIL IRRIGATION SYSTEMS LIMITED,20,"-"
PONNIERODE,EQ,PONNI SUGARS (ERODE) LIMITED,20,"-"
POSITRON,SM,POSITRON ENERGY LIMITED,20,"-"
POWERINDIA,EQ,HITACHI ENERGY INDIA LIMITED,20,"-"
POWERMECH,EQ,POWER MECH PROJECTS LIMITED,20,"-"
PPAP,EQ,PPAP AUTOMOTIVE LIMITED,20,"-"
PPL,EQ,PRAKASH PIPES LIMITED,20,"-"
PPLPHARMA,EQ,PIRAMAL PHARMA LIMITED,20,"-"
PPSL,SM,PICTUREPOST STUDIOS LIMITED,20,"-"
PRAENG,EQ,PRAJAY ENGINEERS SYNDICATE LIMITED,20,"-"
PRAJIND,EQ,PRAJ INDUSTRIES LIMITED,20,"-"
PRAKASH,EQ,PRAKASH INDUSTRIES LIMITED,20,"-"
PRAKASHSTL,EQ,PRAKASH STEELAGE LIMITED,20,"-"
PRANIK,SM,PRANIK LOGISTICS LIMITED,20,"-"
PRECAM,EQ,PRECISION CAMSHAFTS LIMITED,20,"-"
PRECWIRE,EQ,PRECISION WIRES INDIA LIMITED,20,"-"
PREMEXPLN,EQ,PREMIER EXPLOSIVES LIMITED,20,"-"
PREMIERENE,EQ,PREMIER ENERGIES LIMITED,20,"-"
PREMIUM,SM,PREMIUM PLAST LIMITED,20,"-"
PRICOLLTD,EQ,PRICOL LIMITED,20,"-"
PRIMESECU,EQ,PRIME SECURITIES LIMITED,20,"-"
PRINCEPIPE,EQ,PRINCE PIPES AND FITTINGS LIMITED,20,"-"
PRITI,EQ,PRITI INTERNATIONAL LIMITED,20,"-"
PRITIKAUTO,EQ,PRITIKA AUTO INDUSTRIES LIMITED,20,"-"
PRIVISCL,EQ,PRIVI SPECIALITY CHEMICALS LIMITED,20,"-"
PRLIND,SM,PREMIER ROADLINES LIMITED,20,"-"
PROPEQUITY,SM,P. E. ANALYTICS LIMITED,20,"-"
PROTEAN,EQ,PROTEAN EGOV TECHNOLOGIES LIMITED,20,"-"
PROV,SM,PROVENTUS AGROCOM LIMITED,20,"-"
PRSMJOHNSN,EQ,PRISM JOHNSON LIMITED,20,"-"
PRUDENT,EQ,PRUDENT CORPORATE ADVISORY SERVICES LIMITED,20,"-"
PSB,EQ,PUNJAB & SIND BANK,20,"-"
PSFL,SM,PARAMOUNT SPECIALITY FORGINGS LIMITED,20,"-"
PSPPROJECT,EQ,PSP PROJECTS LIMITED,20,"-"
PSUBANK,EQ,KOTAK NIFTY PSU BANK ETF,20,"-"
PSUBANKADD,EQ,DSP MUTUAL FUND - DSP NIFTY PSU BANK ETF,20,"-"
PSUBNKBEES,EQ,NIPPON INDIA ETF NIFTY PSU BANK BEES,20,"-"
PSUBNKIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY PSU BANK ETF,20,"-"
PTC,EQ,PTC INDIA LIMITED,20,"-"
PTL,EQ,PTL ENTERPRISES LIMITED,20,"-"
PUNJABCHEM,EQ,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,20,"-"
PURPLEUTED,SM,PURPLE UNITED SALES LIMITED,20,"-"
PURVFLEXI,SM,PURV FLEXIPACK LIMITED,20,"-"
PVP,EQ,PVP VENTURES LIMITED,20,"-"
PVSL,EQ,POPULAR VEHICLES AND SERVICES LIMITED,20,"-"
PVTBANIETF,EQ,ICICI PRUDENTIAL NIFTY PRIVATE BANK ETF - NIFTY PRIVATE BANK INDEX,20,"-"
PVTBANKADD,EQ,DSP MUTUAL FUND - DSP NIFTY PRIVATE BANK ETF,20,"-"
PYRAMID,EQ,PYRAMID TECHNOPLAST LIMITED,20,"-"
QGOLDHALF,EQ,QUANTUM GOLD FUND -EXCHANGE TRADED FUND (ETF),20,"-"
QMSMEDI,SM,QMS MEDICAL ALLIED SERVICES LIMITED,20,"-"
QNIFTY,EQ,QUANTUM NIFTY 50 ETF,20,"-"
QPOWER,EQ,QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,20,"-"
QUADFUTURE,EQ,QUADRANT FUTURE TEK LIMITED,20,"-"
QUAL30IETF,EQ,ICICI PRUDENTIAL MF - ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF,20,"-"
QUESS,EQ,QUESS CORP LIMITED,20,"-"
QUICKHEAL,EQ,QUICK HEAL TECHNOLOGIES LIMITED,20,"-"
RACE,EQ,RACE ECO CHAIN LIMITED,20,"-"
RACLGEAR,EQ,RACL GEARTECH LIMITED,20,"-"
RADIANTCMS,EQ,RADIANT CASH MANAGEMENT SERVICES LIMITED,20,"-"
RADICO,EQ,RADICO KHAITAN LIMITED,20,"-"
RADIOCITY,EQ,MUSIC BROADCAST LIMITED,20,"-"
RADIOWALLA,SM,RADIOWALLA NETWORK LIMITED,20,"-"
RAILTEL,EQ,RAILTEL CORPORATION OF INDIA LIMITED,20,"-"
RAIN,EQ,RAIN INDUSTRIES LIMITED,20,"-"
RAINBOW,EQ,RAINBOW CHILDRENS MEDICARE LIMITED,20,"-"
RAJESHEXPO,EQ,RAJESH EXPORTS LIMITED,20,"-"
RAJINDLTD,SM,RAJPUTANA INDUSTRIES LIMITED,20,"-"
RAJMET,EQ,RAJNANDINI METAL LIMITED,20,"-"
RAJPUTANA,SM,RAJPUTANA BIODIESEL LIMITED,20,"-"
RAJRATAN,EQ,RAJRATAN GLOBAL WIRE LIMITED,20,"-"
RAJSREESUG,EQ,RAJSHREE SUGARS & CHEMICALS LIMITED,20,"-"
RALLIS,EQ,RALLIS INDIA LIMITED,20,"-"
RAMAPHO,EQ,RAMA PHOSPHATES LIMITED,20,"-"
RAMASTEEL,EQ,RAMA STEEL TUBES LIMITED,20,"-"
RAMCOIND,EQ,RAMCO INDUSTRIES LIMITED,20,"-"
RAMCOSYS,EQ,RAMCO SYSTEMS LIMITED,20,"-"
RAMKY,EQ,RAMKY INFRASTRUCTURE LIMITED,20,"-"
RAMRAT,EQ,RAM RATNA WIRES LIMITED,20,"-"
RANASUG,EQ,RANA SUGARS LIMITED,20,"-"
RANEENGINE,EQ,RANE ENGINE VALVE LIMITED,20,"-"
RANEHOLDIN,EQ,RANE HOLDINGS LIMITED,20,"-"
RATEGAIN,EQ,RATEGAIN TRAVEL TECHNOLOGIES LIMITED,20,"-"
RATNAMANI,EQ,RATNAMANI METALS & TUBES LIMITED,20,"-"
RATNAVEER,EQ,RATNAVEER PRECISION ENGINEERING LIMITED,20,"-"
RAYMOND,EQ,RAYMOND LIMITED,20,"-"
RAYMONDLSL,EQ,RAYMOND LIFESTYLE LIMITED,20,"-"
RBA,EQ,RESTAURANT BRANDS ASIA LIMITED,20,"-"
RBL,EQ,RANE BRAKE LINING LIMITED,20,"-"
RBZJEWEL,EQ,RBZ JEWELLERS LIMITED,20,"-"
RCDL,SM,RAJGOR CASTOR DERIVATIVES LIMITED,20,"-"
RCF,EQ,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,20,"-"
REDINGTON,EQ,REDINGTON LIMITED,20,"-"
REDTAPE,EQ,REDTAPE LIMITED,20,"-"
RELAXO,EQ,RELAXO FOOTWEARS LIMITED,20,"-"
RELCHEMQ,EQ,RELIANCE CHEMOTEX INDUSTRIES LIMITED,20,"-"
RELIABLE,EQ,RELIABLE DATA SERVICES LIMITED,20,"-"
RELIGARE,EQ,RELIGARE ENTERPRISES LIMITED,20,"-"
RELINFRA,EQ,RELIANCE INFRASTRUCTURE LIMITED,20,"-"
REMSONSIND,EQ,REMSONS INDUSTRIES LIMITED,20,"-"
REMUS,SM,REMUS PHARMACEUTICALS LIMITED,20,"-"
RENUKA,EQ,SHREE RENUKA SUGARS LIMITED,20,"-"
REPCOHOME,EQ,REPCO HOME FINANCE LIMITED,20,"-"
REPRO,EQ,REPRO INDIA LIMITED,20,"-"
RESPONIND,EQ,RESPONSIVE INDUSTRIES LIMITED,20,"-"
REXPRO,SM,REXPRO ENTERPRISES LIMITED,20,"-"
RGL,EQ,RENAISSANCE GLOBAL LIMITED,20,"-"
RHIM,EQ,RHI MAGNESITA INDIA LTD,20,"-"
RICOAUTO,EQ,RICO AUTO INDUSTRIES LIMITED,20,"-"
RIIL,EQ,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED,20,"-"
RISHABH,EQ,RISHABH INSTRUMENTS LIMITED,20,"-"
RITCO,EQ,RITCO LOGISTICS LIMITED,20,"-"
RITES,EQ,RITES LIMITED,20,"-"
RITEZONE,SM,RITE ZONE CHEMCON INDIA LIMITED,20,"-"
RKFORGE,EQ,RAMKRISHNA FORGINGS LIMITED,20,"-"
RKSWAMY,EQ,R K SWAMY LIMITED,20,"-"
RML,EQ,RANE (MADRAS) LIMITED,20,"-"
ROCKINGDCE,SM,ROCKINGDEALS CIRCULAR ECONOMY LIMITED,20,"-"
ROHLTD,EQ,ROYAL ORCHID HOTELS LIMITED,20,"-"
ROLEXRINGS,EQ,ROLEX RINGS LIMITED,20,"-"
ROML,EQ,RAJ OIL MILLS LIMITED,20,"GSM STAGE - 0"
ROSSARI,EQ,ROSSARI BIOTECH LIMITED,20,"-"
ROSSTECH,EQ,ROSSELL TECHSYS LIMITED,20,"-"
ROTO,EQ,ROTO PUMPS LIMITED,20,"-"
ROUTE,EQ,ROUTE MOBILE LIMITED,20,"-"
RPEL,EQ,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,20,"-"
RPGLIFE,EQ,RPG LIFE SCIENCES LIMITED,20,"-"
RPOWER,EQ,RELIANCE POWER LIMITED,20,"-"
RPPL,EQ,RAJSHREE POLYPACK LIMITED,20,"-"
RPSGVENT,EQ,RPSG VENTURES LIMITED,20,"-"
RPTECH,EQ,RASHI PERIPHERALS LIMITED,20,"-"
RRKABEL,EQ,R R KABEL LIMITED,20,"-"
RSWM,EQ,RSWM LIMITED,20,"-"
RSYSTEMS,EQ,R SYSTEMS INTERNATIONAL LIMITED,20,"-"
RTNINDIA,EQ,RATTANINDIA ENTERPRISES LIMITED,20,"-"
RTNPOWER,EQ,RATTANINDIA POWER LIMITED,20,"-"
RUBFILA,EQ,RUBFILA INTERNATIONAL LIMITED,20,"-"
RUBYMILLS,EQ,THE RUBY MILLS LIMITED,20,"-"
RUCHINFRA,EQ,RUCHI INFRASTRUCTURE LIMITED,20,"-"
RUCHIRA,EQ,RUCHIRA PAPERS LIMITED,20,"-"
RUPA,EQ,RUPA & COMPANY LIMITED,20,"-"
RUSHIL,EQ,RUSHIL DECOR LIMITED,20,"-"
RVNL,EQ,RAIL VIKAS NIGAM LIMITED,20,"-"
SAAKSHI,SM,SAAKSHI MEDTECH AND PANELS LIMITED,20,"-"
SADHAV,SM,SADHAV SHIPPING LIMITED,20,"-"
SAFARI,EQ,SAFARI INDUSTRIES (INDIA) LIMITED,20,"-"
SAGCEM,EQ,SAGAR CEMENTS LIMITED,20,"-"
SAH,EQ,SAH POLYMERS LIMITED,20,"-"
SAHAJ,SM,SAHAJ FASHIONS LIMITED,20,"-"
SAHAJSOLAR,SM,SAHAJ SOLAR LIMITED,20,"-"
SAHYADRI,EQ,SAHYADRI INDUSTRIES LIMITED,20,"-"
SAILIFE,EQ,SAI LIFE SCIENCES LIMITED,20,"-"
SAKAR,EQ,SAKAR HEALTHCARE LIMITED,20,"-"
SAKHTISUG,EQ,SAKTHI SUGARS LIMITED,20,"-"
SAKSOFT,EQ,SAKSOFT LIMITED,20,"-"
SALASAR,EQ,SALASAR TECHNO ENGINEERING LIMITED,20,"-"
SALONA,EQ,SALONA COTSPIN LIMITED,20,"-"
SALSTEEL,EQ,S.A.L. STEEL LIMITED,20,"-"
SALZERELEC,EQ,SALZER ELECTRONICS LIMITED,20,"-"
SAMHI,EQ,SAMHI HOTELS LIMITED,20,"-"
SAMMAANCAP,EQ,SAMMAAN CAPITAL LIMITED,20,"-"
SANDESH,EQ,THE SANDESH LIMITED,20,"-"
SANDHAR,EQ,SANDHAR TECHNOLOGIES LIMITED,20,"-"
SANDUMA,EQ,SANDUR MANGANESE & IRON ORES LIMITED,20,"-"
SANGAMIND,EQ,SANGAM (INDIA) LIMITED,20,"-"
SANGHIIND,EQ,SANGHI INDUSTRIES LIMITED,20,"-"
SANGHVIMOV,EQ,SANGHVI MOVERS LIMITED,20,"-"
SANGINITA,EQ,SANGINITA CHEMICALS LIMITED,20,"-"
SANOFI,EQ,SANOFI INDIA LIMITED,20,"-"
SANOFICONR,EQ,SANOFI CONSUMER HEALTHCARE INDIA LIMITED,20,"-"
SANSERA,EQ,SANSERA ENGINEERING LIMITED,20,"-"
SANSTAR,EQ,SANSTAR LIMITED,20,"-"
SAPPHIRE,EQ,SAPPHIRE FOODS INDIA LIMITED,20,"-"
SARDAEN,EQ,SARDA ENERGY & MINERALS LIMITED,20,"-"
SAREGAMA,EQ,SAREGAMA INDIA LIMITED,20,"-"
SAROJA,SM,SAROJA PHARMA INDUSTRIES INDIA LIMITED,20,"-"
SARTELE,SM,SAR TELEVENTURE LIMITED,20,"-"
SARVESHWAR,EQ,SARVESHWAR FOODS LIMITED,20,"-"
SASKEN,EQ,SASKEN TECHNOLOGIES LIMITED,20,"-"
SASTASUNDR,EQ,SASTASUNDAR VENTURES LIMITED,20,"-"
